start	end	text
1036160	1040720	could see where there wasn't light. But the sun was shining around on the object and it didn't
1040720	1046480	cast a shadow not on anything. It was like kind of like absorbing the light. It's weird. Strange.
1046480	1052800	There was no reflection or anything like that. The object was a massive metallic egg or teardrop
1052800	1059520	shape measuring 10 meters in height and 20 meters in length. Probably like three or four
1060880	1069600	standard 53 foot trailers wide and about three, like like one, two, three, four,
1070400	1076880	one, two, three, four. So about 16 of those together. So it was pretty big, man. It was
1076880	1082000	catastrophic damage likely leading to the crash of the vehicle was visible. No debris littered
1082000	1087600	the area, but Wageant observed an enormous gash in the rear of the craft. Jonathan guessed this
1087600	1093280	damage to be from Hawk MIM-23 missile batteries. Although Hawk systems were phased out of military
1093280	1100960	use in 1994, the USMC maintained usage until 2002. However, Wageant guessed the Hawk system used to
1100960	1107040	down the craft was used by the Peruvian Air Force. This being because the USMC phased out Hawk
1107040	1112960	missiles from laser strike in early 1997. Though he has no direct knowledge to this day,
1112960	1118880	Wageant after extensive studying of MIM-23 ballistics believes Hawk fragmentation missiles
1118880	1123920	caused the damage and downing of the craft. Yeah, well, what I think happened, I think a lot of
1123920	1129920	that fragmentation like went into the craft and like bounced around right after it got
1129920	1135600	headed as it was going down. So it probably didn't come out. But like I said, if the missile had hit
1136560	1142720	depending on what the craft was made of and depending on the speed of the missile and its
1142720	1148720	angle and all that, I think it probably would have penetrated and exploded and it would have
1148720	1154560	just disintegrated the ship totally. This then presents a unique question. How could a conventional
1154560	1160480	missile down a highly advanced non-human craft? Similar intriguing incidents like a quote-unquote
1160480	1166800	one in a million targeting of a teardrop shaped UFO by a naval destroyer in 1973 was discussed in
1166800	1173120	my last project on naval legacy programs. MIM-23 Hawk missiles are unique. Hawks are not only able
1173120	1179040	to utilize conventional missiles but also airburst rounds which exploded near not on a target to
1179040	1184720	damage enemy personnel or vehicles with devastating fragmentation. Perhaps a conventional missile
1184720	1191680	could never hit a moving UFO but perhaps in this case a hawk MIM-23 got just close enough to frag
1191680	1197360	and down a target. But let's get back to the wreckage. The best way Wigant could describe the
1197360	1203600	craft was metallic but organic almost as if it was alive. The object did not appear as if it was
1203600	1210000	made of machine parts but more sculpted. The craft was purplish green and fluctuating in color almost
1210080	1215200	like gasoline on water. This effect is known as the mother of pearl effect and the changing colors
1215200	1221600	would sometimes even make the craft near translucent. Well I thought at one point it
1221600	1227200	looked half like green and half purple and then it was kind of it was it was changing
1228320	1234000	the image of the not not the physical properties of it how it was was constructed or whatever
1234720	1240480	but that there was some kind of field on it and it was going like I said with Greer it was like
1240480	1246560	you know when you wash your car would you know fluid right with like palm olive or whatever
1246560	1252880	disc detergent and when it bubbles up it gives like the the color chemical rainbow it was like
1252880	1259120	that but all over the craft and it was kind of like moving around weird I can't so it wasn't
1259200	1265520	just no no it was it was kind of like moving around and going sometimes it would go like
1265520	1272080	completely like almost like silver right the disabled craft was dripping a liquid with the
1272080	1277680	viscosity of syrup this liquid had poured all over the surrounding foliage that hatch
1278480	1284320	that was a jar or busted open broke open that's where the liquid seemed to come from right
1284400	1287360	and it seemed to come out of there and it was everywhere man
1288880	1296720	it was clear well no the the the whatever that stuff was I don't know what to call it the fluid
1296720	1303600	it was clear like just you know water water clear the fluid was clear yeah but it was viscous like
1303600	1308480	yeah but it was thick like maple syrup a large sweeping light traveled around the circumference
1308480	1313360	of the vehicle that slowed until the vehicle seemingly powered off along with this sweeping
1313360	1318640	light wagan could hear the craft dimming until it went silent wagan described the sound as a
1318640	1325680	guitar amplifier there was there was one light on it that slowly went around and in the machine I
1325680	1332320	could hear it I can hear I guess because it was still functioning and had like a like a hum to it
1332320	1338560	like like a really bass like say if you unplugged an amp from a guitar that kind of you know it was
1338880	1344160	really really you know it's really deep but it was loud it was loud man it was like a deep
1344880	1350800	like that like you know rap it would be it would have been like several orders of magnitude louder
1350800	1359200	than you know the real deep bass rap boom boom boom right it was like boom it was like this but it
1359200	1364000	was more like a I don't know man I just can't describe it's not even like that man it's just
1364000	1370400	indescribable it was that light cycling it's almost sounded like a chemical sound man like a chemical
1370400	1375920	like watery kind of like sound man like you're it's weird and that light was slowing down right yeah
1375920	1381280	it finally stopped right everything like shut off this sound of a guitar amp is almost identical
1381280	1386480	to the testimony of former marine michael herera who described the same sound emanating from an
1386480	1392560	eight-gone alien reproduction vehicle as jonathan got closer to the craft he was able to make out more
1392560	1398720	surface detail such as the craft not being smooth but featuring what looked to be notches and bumps
1398720	1404400	50 to 100 yards away from the craft jonathan got the mysterious liquid all over what marines call
1404400	1411280	camis or battle dress uniform the liquid discolored his camis like acid and ate jonathan's skin
1412000	1416800	so you got within like 150 or 300 view of this right this thing was so high up on the cliff
1416800	1420800	phase you got some of this liquid on yeah yeah it was everywhere man and what did it do to you
1420800	1426480	what did it do to your clothes well i mean they took my clothes but my basic my hair on my legs
1426480	1432400	went away and it's never really come back i lost all my hair on my on my on my legs determined yet
1432400	1437920	frightened the young lance corporal maintained his gaze on this incredible ship the crashed vehicle
1437920	1443760	additionally featured large vents on the freestanding side wagant described similar to fish gills
1443760	1448720	though he could only see one side of the craft jonathan wagered these same gills he guessed
1448720	1453920	were used for propulsion were featured on the other side of the craft yeah on the part of it
1453920	1461440	looked like i don't know what it was but yeah it had sort of like these um under a really tight
1461440	1469440	kind of like ellipse that ran down the side like got small got got progressively smaller
1470640	1476160	and i only saw it like a couple freaking times because it was the weird i don't know what it was
1476320	1483360	the all i could say it was like some type of four shield i don't know what it was three seemingly
1483360	1489840	non-flush hatches sat near the top of the craft one of these hatches being half open although no
1489840	1494880	lights were visible from behind the hatch wagant did observe what appeared to be a four-fingered
1494880	1501040	arm hanging limply from the open hatch this element of wagant's testimony was seemingly cut from his
1501120	1507120	2000 interview with wagant confirming to me that it must have indeed been cut as he did inform
1507120	1514800	greer of this arm yeah one of the creatures was his arm and hand was hanging out he was hanging out
1515360	1519680	did it come out was it hanging out when you walked up to it or was it yeah he was hanging out probably
1519680	1524240	dying i don't know about the other pilot i don't know what they were to be honest with you but
1524240	1530000	i guess you could call them aliens or whatever i guess that would be yeah yeah right and uh one of
1530480	1538240	i think he was dying almost or close to death right from the crash but like i said this is
1539280	1544560	this is what i thought at the time i mean i don't know this detail is very interesting as i am
1544560	1550960	reminded of the 1965 keksburg pennsylvania crash retrieval encounter where multiple eyewitnesses
1550960	1556960	described biologics inside the bell shaped craft whose appendages were visible once a craft hatch
1556960	1563040	had opened and the vehicle was depressurized so you and two sergeants kind of who led the vanguard
1563040	1567360	got the closest to craft but you got the closest right i was the closest to it and the other two
1567360	1573360	sergeants were kind of standing a little bit off while you got right yeah and i ran up to it was
1573360	1577920	there anything weird about your guys's compasses comms yeah all that was all you know it wasn't
1577920	1584160	working so your compass was it just going haywire yeah it was spinning around around the same time
1584160	1590320	jonathan felt like a presence was reaching out to contact him you got a clear sense that there were
1591920	1598160	some kind of life forms yes it was life forms and the ship i and i could they were it's almost
1598160	1603920	like if someone was like reading your mind and that's the way it felt and i felt like i felt a
1603920	1612640	presence it's like supernatural you know but i felt this presence that it's real strange i guess it
1612640	1618880	was almost like i think the kree i told leslie is i thought the creatures were they called me and it
1618880	1623680	was like weird they were i think they were trying to communicate with me like i guess telepathically
1623680	1628960	it's really weird i don't believe in it and any of that stuff but anyway it was i could i could hear
1628960	1635120	like it was terrible because it kept going and then it still comes and goes it's like basically
1635120	1640160	sitting in your car and turning on like an am station that's not the you know it's just white
1640240	1645440	noise just turning on really high and that's what i heard when i when i first got in there and i
1645440	1651120	didn't ask any of the other guys that i was with if they heard that or anything jonathan was mesmerized
1651120	1655840	by this presence he felt the creatures were informing him that everything would be all right but
1655840	1662000	we're also requesting his help he was so spellbound he ignored the cries and cussings of sergeants
1662000	1667520	alan and adkins who stood away from the craft shouting at wey gantt not to get any closer
1667520	1674480	they were they were scared it was the apprehension the fear and then they they were not here at
1674480	1679680	home is that's really what what it felt like and i mean that's not that's not my own emotions
1679680	1683600	that was something that they were projecting towards me like if somebody would shadow like a
1683600	1689200	spotlight i mean that's what i felt they were directing their thoughts at me i mean this is not
1690000	1695520	i mean i didn't think about all this at the time but it's been the currencies were i've seen the
1695520	1703120	creatures of my in my thoughts and i've seen i saw them what they look like and they projected
1703120	1708560	and i didn't i didn't tell leon i didn't tell leslie this you know i was it was like you know it was
1708560	1714560	the grays basically and and i'm not just saying that but and i never really was into the ufo stuff
1714560	1720400	and i didn't read books on when i was a kid but basically the the oval that the the oval egg had
1720400	1728960	with big dark eyes big eyes our nose and small mouth new ears i think i've had you know dreams of them
1730080	1735760	i don't you know so but i didn't see them but they were not the small you know small kind of like
1735760	1739840	three or four foot right they were huge you said these were tall like eight to ten feet yeah they
1739840	1745600	were huge yeah what it what were their heads like like classic yeah classic but really like elongated
1746320	1750880	kind of coming up like this and they'd have been probably this big like a balloon yeah no
1751760	1757760	like the kind of like the more oblong shape not like the classic if you look at communion right
1757760	1764080	the wittly streber right but the artwork they have on there they would not have been fat like that
1764080	1771040	they were more skinnier but they were also like on a kind of a skinny heart they were
1771040	1776640	projecting that they weren't here they were here they were here they weren't here you know that they
1776640	1780960	weren't not going to harm me that was basically that everything is going to be all right just
1780960	1787520	help me get this helps get out of here i think do i don't i don't know how many were on the craft
1787520	1792720	yeah that's more than one yeah definitely more than one probably about four or five i don't
1792720	1797440	know just this not i mean not a water's number the communication from the occupants of the craft
1797440	1802320	as well as the appearance of the craft led jonathan to believe this vehicle was controlled
1802320	1807760	via thoughts with the massive discussion of psionics here in 2025 through the testimony of
1807760	1814720	jake barber and sky watchers this early mention of basically psionics in 2000 by wagant is extremely
1814720	1820480	interesting additionally i have discussed before dating all the way back to the 1950s stories and
1820480	1825440	testimonies of ufo's being controlled with consciousness headband transceivers are unique
1825440	1830640	control mechanisms to learn more about this subject i do recommend checking out my video on
1830640	1836400	the claims of colonel philip j corso after about 15 to 20 minutes at the site wagant and the other
1836400	1841760	marines embarked to climb back up the ridge to rendezvous with the rest of the mac g28 marines
1841760	1847920	when they were greeted by two to four army ch-47 helicopters flying overhead preparing to land
1847920	1852960	in a nearby clearing when jonathan and the others climbed to the top of the gorge the marines were
1852960	1859040	quickly intercepted by armed men dressed in black fatigue styled similarly to a swat team
1859040	1865440	it was almost like they were there already they were on the ground already and and whoever was
1865440	1871360	flying over was coming in after they these guys had landed so i'm and i'm not sure where they
1871360	1876240	they landed where they were but they were just there on top of the site within a few minutes and so
1877200	1880880	i can't remember exactly how it's speculation on your part you don't know for sure but you
1880880	1883840	think it's possible that team may have been there first yeah they were all they were definitely
1883840	1889200	there first and they were monitoring us too i'm sure they knew we were in the area we got up there
1889200	1894640	and you're but they looked army but they didn't have you know insignia on them right they were same
1894640	1901040	color and all this these men spoke with american dialects but bore no insignia patches or identification
1901040	1907200	the men were older in their late 30s and 40s and immediately showed signs of extreme hostility
1907200	1914000	and aggression black bdus right what was the army would call bdus like our camis right they're
1914000	1920240	like our our uh fatigues but they would have been totally black totally black sure and they had helmets
1920240	1927600	on um no the guys that were on the deck no they had uh those uh they had boony caps and they had
1927600	1933920	just the soft uh army covers round army covers do you remember what kind of weapons they had was it
1934000	1942480	back here in the marisa i think they had mp3s and and glocks and shotguns okay so i think maybe
1942480	1947680	there was a few m16s i mean this has been a long time they had many guns on the on the on the uh
1947680	1952880	47s so the ch is actually had they had many guns on the side did they have a man at the gun yeah
1952880	1958640	they had a man and he was wearing like this skull type of freaking helmet man it's like a really wicked
1958640	1964080	yeah it looks so when when this team encountered you guys did they have their weapons trained at
1964080	1970160	you were you not at gunpoint oh yeah and so they immediately start do they strip you guys of gear
1970160	1975360	what do they rough you up yeah no they were we were setting our gear up and taking them out and
1975360	1980160	throwing it out and emptying our pockets and everything later in our investigation we will
1980160	1985520	devote a significant amount of time to attempt to track down the origin of this team so sit tight
1985520	1990960	for a little bit having the jump on the marines the unknown operators stripped wagan allen and
1990960	1996160	adkins of their gear and weapons the young lance corporal took a swing at one of the men cracking
1996160	2002560	him on his head for his transgressions jonathan was beaten restrained and forced to lie down face
2002560	2008240	down on the jungle floor getting even more of the strange liquid on him during this scuffle a team
2008240	2014400	of near 30 began departing the landed ch 47 helicopters this team featured individuals in
2014400	2021360	rain jackets bearing three letters delta oscar echo oh yeah they were like scientists i suppose
2021360	2028880	they had uh this type of uh like um we call it mop gear right mission oriented protective posture
2028880	2035600	and uh they had gas masks on and like rubber suits and uh they were they were coming around and yet
2035600	2042160	all kinds of weird people there some had some version of mop or personal protective posture on
2043040	2050320	and personal protective gear and uh and it was all different ones different kinds do we is of
2050320	2055360	course the acronym for the infamous department of energy the successor to the atomic energy
2055360	2062480	commission whose 1954 atomic energy act historically served as a monolith to misclassify ufo materials
2062480	2068720	and data as quote unquote trans classified foreign nuclear information is there any indication that
2068800	2074320	department of energy is involved in uap data collection and housing i don't have an answer
2075200	2082000	i can't confirm or deny that in a public setting and could you do it in a secure setting yes the
2082000	2086960	do we really needs no introduction whether it's my work the reporting of chris sharp or the words
2086960	2094000	of david grush the do we is almost always mentioned as a primary pillar of ufo legacy program operations
2094000	2100080	key in my work are the numerous implications of the does ffr dcs or federally funded research and
2100080	2105280	development centers such as laurence livermore national labs low salamos national labs sandia
2105280	2111520	national labs and do we contractors such as triad national security one third of which is run by
2111520	2117200	betel memorial institutes direct involvement in technologies of unknown origin exploitation
2117200	2122240	programs and similar to the seasoned operators soon in this video we will attempt to track down
2122240	2128160	exactly what this do we team was where they were stationed and more in addition to the people in
2128160	2133280	department of energy rain jackets the team featured members dressed in biological containment
2133280	2140480	suits dawned with do we lettering we can't describe these as similar to spacesuits it wasn't like
2140480	2145600	that it was more high-tech like this big jumpsuits that you zip up the back and you can like we're
2145600	2151520	breathing apparatus in there those guys there was about 30 of them at least and they marched right by
2151520	2156720	me as i was i was being taken away they were marching to get down into the cliff i guess they
2156720	2162160	were in there to check this thing out these suits mentioned remindingly closely of myriad crash
2162160	2167200	retrieval team testimonies i've covered in the past and i'm immediately reminded of eyewitness
2167200	2173200	accounts to the 1965 kexburg pennsylvania ufo crash where witnesses claimed that men in quote
2173200	2179040	unquote moon suits carried boxes and equipment into the crash site a little while later there
2179040	2185920	was a large truck pulled in a light colored truck box van pipe out of it there was four guys come
2185920	2193440	out they had what we call moon suits at the time they were white coverall type suit they took a
2193440	2202320	box out of their box maybe four or five foot square they carried down four handles and they
2202320	2208240	carried that down to the object but just right after that there was a military man
