start	end	text
402000	408000	Mark initially assumed Brad and the man arrived to a hangar with four connected huts in the middle for this exhibit.
408000	420000	But Brad would later disclose he, his client, amongst military personnel and dignitaries boarded a military version of the Boeing 727 and flew north of Norton to Palmdale Air Force Plant 42.
420000	436000	Both military and civilian that got on a military version of the Boeing 727 and they flew from Norton Air Force Base up to Air Force Plant 42, which is in Palmdale.
436000	445000	A lot of people just consider it the Palmdale Airport. It was actually a facility that was built from what I understand by Lockheed back in the 1960s.
445000	455000	And the hangar that is now serving as a Skunk Works hangar was the original construction site for the L-1011 Lockheed tri-star airliner.
455000	460000	Now remember Palmdale USAF Plant 42 as we will discuss this facility later.
460000	469000	Among the personnel sent on the 727 according to Brad were the late California Senator Alan Cranston and Congressman George E. Brown Jr.
469000	476000	who was at the time serving as the chairman of the Congressional Committee of Space Science and Advanced Technology.
476000	484000	Possibly our most key individual here is Brad's client, the tall Italian man who passed Brad's office as aid to board the flight to the special exhibit.
484000	494000	Brad seemingly never gave this man's name, or to protect Brad, McCandless never publicly confirmed this, but with high confidence Mark reasoned this individual was Frank Carlucci.
494000	498000	The 16th US Secretary of Defense succeeded by Dick Cheney.
498000	512000	Let's analyze Carlucci a little more. From 1992 to 2003 Carlucci served as chairman of the Carlisle Group, a private equity and asset management corporation with over $400 billion in assets.
512000	516000	I highly suspect is deeply involved with UAP programs.
516000	532000	Since its founding in 1987 under David Rubenstein, the Carlisle Group attracted myriad senior statesmen for advisors and board members including Carlucci, George H.W. Bush, Secretary of State James Baker and former UK Prime Minister John Major.
533000	547000	The Carlisle Group served as pioneer investors in defense and national security such as acquiring the electronics division of general dynamics, investing in Northrop Grumman and from 1999 to 2001 owned EG&G,
547000	555000	the same company deeply entwined in UFO lore from the testimony of Bob Lazar to serving as the parking lot hosting the Wilson Davis meeting.
555000	563000	I would also like to draw your attention to Ronald Moultrie, former Under Secretary of Defense for Intelligence and Security and the Biden Administration.
563000	573000	Along with his good friend Dr. Sean Kirkpatrick, Moultrie served to spread disinformation by denying the existence of UAP at the 2022 UAP hearings.
573000	583000	Moultrie, sometimes referred to as a gatekeeper of UAP programs, has some very strange ties to the Carlisle Group, such as serving as a board member in iCapital,
583000	590000	a Carlisle-invested group and serving on the board of directors for the Better Angels funded by Carlisle's founder David Rubenstein.
590000	601000	Carlisle Group is not the topic of our video today, but the ties here to Carlucci alongside his probable involvement in a classified airshow demonstrating ARV is of extreme interest.
601000	611000	Walking into the Palmdale Hangar exhibit, Brad was told by his client, likely Carlucci, to keep his mouth shut and to not speak to anybody due to unexpected things at the show.
611000	621000	The exhibit featured numerous high-tech aircraft including the losing model from the B-2 stealth bomber competition and advanced hovercraft that employed hidden thrust mechanisms.
621000	626000	The show also had the infamous Lockheed Pulsar, aka the Aurora Craft.
626000	634000	The Aurora, sometimes referred to as Astra, has often historically been associated with a triangular-shaped, possibly reverse-engineered craft.
634000	640000	But in 1988, Brad relayed a much more grounded yet highly advanced design.
640000	648000	The Lockheed Aurora was described as a large flattened-out football, all black and covered in tiles not too dissimilar to the Space Shuttle.
648000	653000	Aurora featured a synthetic vision system utilizing infrared seeker heads.
653000	659000	There was, at the exhibit, however, a secondary model featuring a canopy cockpit and two vertical stabilizers.
659000	672000	Brad described this craft as employing two unusual propulsion systems, engines in the fuselage and external pulse detonation engines allowing the craft to fly 10,000 to 15,000 miles per hour.
672000	678000	Markwood later state Tom Keaton from Lockheed Martin Calabasas Division confirmed the existence of the Aurora to him.
678000	684000	Brad then described a massive black curtain separating the hangar into two distinct areas.
684000	688000	Brad made his way to the second half of the exhibit.
703000	708000	He's describing the different features.
708000	710000	How do you know that?
710000	714000	If you look at the outside of the vehicle, how do you know what the inner workings are?
714000	720000	They had taken some of the panels off the outside so you could see the inside of what the corpus looked like.
720000	724000	He said it was remarkably simple. There wasn't that much to it.
724000	726000	You were able to figure out how it worked from that.
726000	736000	He said, well, no, they had an easel next to it with a drawing, a cutaway drawing, that showed some of the internal components, how they were arranged and oriented to one another.
736000	750000	And then they had a little TV monitor with a tape player below it that was showing this continuous loop of this thing sitting or hovering over a dry lake bed out in the desert somewhere.
750000	759000	And as you would watch the tape, this thing would make, went from a hovering position, made these three little sort of hops going to the side.
759000	763000	And then as the camera followed it, it just went straight up and disappeared outside.
763000	767000	It was you down to nothing in just a matter of a second half or so.
767000	774000	When meeting Mark for lunch the following week, Brad would sketch and discuss what he observed at this special exhibit.
774000	783000	The exhibit was populated solely by top military brass and influential politicians and was guarded by men in berets with M16 rifles.
783000	794000	Displayed were three flying saucers hovering off the ground ranging in diameter from 20 to 24 feet to 120 to 130 feet, but identical in scale.
794000	805000	Brad described the craft to Mark as looking like they belonged in the 1950s, appearing like a jello mold on the bottom with sloping sides, a dome on top and a door that looked at home on a submarine.
805000	810000	A three star general began to describe the vehicles to the attendees.
810000	816000	The three saucers were called alien reproduction vehicles nicknamed flux liners.
816000	829000	Each of the three craft had panels removed for attendees to view the craft's interior and alongside the speaker's podium sat an easel showing craft blueprints as well as a video player showing film demonstrating the ARV's capabilities.
829000	840000	As Mark described, the film showed the ARV hovering over a dry lake bed before it would make three quick hops and jettison into the sky at astounding speeds.
840000	851000	One of the things that this general had said during the presentation, one of the things that really stood out at Brad's mind was that he said that these vehicles were capable of light speed or better.
851000	858000	Faster than light speeds is truly an astounding claim, so let's try and analyze the ARV in greater detail.
858000	869000	Fortunately, as a designer himself, Brad would describe the flux liners in extensive detail to Mark, allowing the talented artist to make up high quality blueprints and line art of the craft.
869000	874000	It is important to note the difference between the ARV and historical UAP testimony.
874000	883000	In numerous UAP and UAP crash sightings, Crafter often described as rivetless, seamless with no visible means of propulsion.
883000	890000	Often with a description of the vehicle looking 3D printed, this was night and day different to the ARV.
890000	896000	Sorenson described the ARV as extremely worn, appearing to have been operating for decades.
896000	906000	Chips were rampant in the lead paint coating of the craft, which seemed to serve to protect the crew from X-ray radiation, and the entire craft featured numerous smudges and fingerprints.
906000	909000	Each of the three ARVs featured a crew compartment.
909000	915000	The smallest design displayed four ejection seats attached to a vertical beam in the middle of the craft.
915000	924000	The pilot utilized a strange ball control scheme to operate the craft which allocated power to various parts of the craft's propulsion mechanism we will talk about shortly.
924000	928000	The ARV featured no windows for pilot visibility.
928000	934000	Instead, each saucer dome was outfitted with an array of bumps housing optical camera equipment.
934000	937000	This fitted the craft with a synthetic vision system.
937000	948000	This synthetic vision system uses the same kind of technology as the gun slaving system they have in the Apache helicopter, except in this case you have two cameras.
948000	955000	And it picks any pair of the cameras in that pattern of six that are around this circumference, including the one on the top.
955000	960000	Whichever pair most closely matches the orientation of the pilot's head.
960000	964000	So if he wants to look behind him, he can pick a view in that direction.
964000	972000	The cameras slew in pairs and he has a little screen in front of his helmet and it gives him an alternating view.
972000	976000	He has a little set of glasses that he wears.
976000	984000	In fact, you can actually buy a 3D viewing system for your video camera now that does the same thing.
984000	991000	What it does is it uses a beam splitter which sends part of light one way and part of it at a right angle and offsets it by about six inches.
991000	1003000	And then it has an electronic shutter in there that uses these like a liquid crystal type material that darkens and becomes transparent at intervals of about 60th of a second or 30th of a second.
1003000	1008000	And so the cameras as they're looking around are giving him a right left right left view.
1008000	1013000	And the goggles, the things that he's wearing, he has two little projection screens inside his helmet.
1013000	1017000	And they both project, well two cameras, but one projection screen.
1017000	1025000	And the glasses have that special blocking device that allows one eye to see and then the other eye to see.
1025000	1032000	And at the same time, the cameras are projecting right view, left view, right view, left view, but they're doing it in like 30 frames a second.
1032000	1037000	And so when he looks around, he has a perfect 3D view of the outside but no windows.
1037000	1041000	The crew compartment or dome was completely separate from the propulsion system.
1041000	1048000	And the propulsion system made no noise, featured no moving parts and output no gases or exhaust.
1048000	1058000	Interestingly, Brad would state many of the craft's components including the crew jump seats and cameras seem similar to off shelf components and not highly specialized for the ARV.
1058000	1067000	Radial oxygen tanks, presumably for crew atmosphere, sat atop an enormous capacitor array estimated by Mark to be roughly 14 inches thick.
1067000	1074000	Curiously, a radial arm sat above the capacitor plates featuring the ability to extend outside the body of the craft.
1074000	1078000	Mark theorized the purpose of this arm was for sample collection.
1078000	1087000	Mark questioned Brad if due to the capacitor array, he thought this meant the craft function via the by-field brown effect which converts electrostatic energy into propulsion.
1087000	1096000	To learn more about electro-gravitics and I feel like I've said this in the last five videos, I highly recommend watching Jesse Michael's video on T. Townsend-Brownt and please note,
1096000	1106000	I recently theorized Edwards Air Force Base, which is very close to USAF Plant 42 and Norton, engages in the reverse engineering ARV testing program.
1106000	1112000	Historically, Edwards placed very heavy importance in alternative propulsion methods such as the by-field brown effect.
1112000	1119000	I highly recommend watching this video as over the course of this ARV exploration, we will further discuss ties to Edwards.
1119000	1130000	Brad stated perhaps the by-field brown effect had some sort of application here, but the ARV were in fact utilizing energy drawn from quantum fluctuations, a.k.a. zero point energy.
1130000	1139000	This again calls back to the witness Ed I covered in my video on reverse engineering at Edwards Air Force Base, who commented on the existence of zero point systems.
1139000	1150000	There is a scientist in Utah by the name of Maury B. King. He's written a book called Tapping the Zero Point Energy and what he maintains is that this energy is embedded in space time all around us.
1150000	1163000	It's in everything we see. I think it was, I don't know, it was a James Clerk Maxwell speculated that there's enough of this flux, this electrical charge in the nothingness of space
1163000	1175000	that if you could capture all the energy that was embedded in just a cubic yard of space, that you'd have enough energy to boil the oceans of the entire world.
1175000	1178000	That's how much energy is sitting there waiting to be tapped.
1179000	1191000	Before we continue with Mark's investigation, let's take a moment to recognize Mark as Berlin's secondhand information up to now on ARV.
1191000	1196000	Why should we take him at his word and do we have comment from Mr. Sorensen?
1196000	1203000	Due to not having journalistic discretion, Mark historically regretted introducing Brad's full name into the story.
1203000	1210000	And I had a colleague, a friend who I'll just call Brad for the sake of this discussion.
1210000	1224000	Some people know what his last name is and I've tried to discontinue using his name principally because disclosing of his name has brought a lot of unwanted attention to him and his career.
1224000	1238000	I don't know specifically what if any or how much harm has come to him in terms of his career because of my disclosures.
1238000	1253000	I have to say that not being a journalist, not having a background in journalism, I didn't really know when I was being prodded by people in the disclosure project to name names and things like that, which I did.
1254000	1264000	That, you know, this could be potentially and very harmful to the individuals who had been the original source of material.
1264000	1276000	In the case of Brad, and another individual who had had occasion to see one of these things up close when he was actually in the service in 1973 at Edwards Air Force Base.
1276000	1290000	There were a lot of details that were not only seen by these individuals, but were also explained to them, you know, basically to understand what they were looking at.
1290000	1295000	Brad has been strangely radio silent on Mark in the story of ARV.
1295000	1298000	Well, of course, I got in contact with Brad.
1298000	1302000	Interactions with him from the get go were extremely hostile.
1302000	1310000	I was told, quote, Mark McCandless was a stupid, dramatic, selfish fool who died because he could not keep his mouth shut.
1310000	1312000	Learn from this, end quote.
1312000	1321000	This statement is in relation to Mark's strange and controversial 2021 passing, allegedly resulting from a self-inflicted gunshot wound we will revisit later.
1321000	1325000	But Brad's words directly imply Mark's words got him killed.
1325000	1337000	Further interactions with Brad would lead to him saying I cannot cover this topic without facing mortal peril and to say goodbye to everyone I love if I continue to investigate Mark in the subject of ARV.
1337000	1340000	I was even told I would never see it coming.
1340000	1347000	My most interesting interaction with Brad stemmed from asking why Mark was allowed to talk openly about this topic for 20 years.
1347000	1351000	I was told Brad protected Mark until he could not.
1351000	1353000	We will discuss this further later.
1353000	1358000	Hostile and silent, Brad has historically refused to comment on this case.
1358000	1365000	But for this investigation, I have uncovered some documents I have never before seen discussed in the public domain.
1365000	1378000	In December of 1990, two years after Mark and Brad met to discuss the flux liner, Mark relayed the contents of the restricted air show to William B. Scott, senior engineering editor of Aviation Week and Space Technology.
1378000	1388000	Bill would feature some of Mark's sketches on the pulse detonation Aurora craft on the respected magazine and reach out to Brad for comment on the experimental aircraft and more strange craft.
1388000	1394000	As some of the craft Mark described, matched eyewitness accounts relayed to the prestigious magazine over the years.
1394000	1404000	Around this time, Brad went silent, even secluding himself to Mark, but not before Bill Scott was able to interview Brad on December 3, 1990.
1404000	1408000	Let's dive into this interview I have never once before seen discussed.
1408000	1414000	Brad stated he was not officially invited to the hangar in which the strange aircraft exhibit was stored.
1414000	1420000	He was, as Mark stated, passed off as an aide for a gentleman who served within the Carter administration.
1420000	1426000	Seen as Frank Carducci was deputy director of the CIA for Carter, he may still serve as a logical choice here.
1426000	1428000	But why did Brad take this interview?
1428000	1437000	Well, as he stated, quote, because I love America and the whole nine yards, but I'm also a Democrat and I don't think we need this type of spending on military equipment.
1437000	1438000	It's just nuts.
1438000	1440000	And that's what the whole meeting was for.
1440000	1444000	Appropriations of billions of dollars to develop new craft, end quote.
1444000	1446000	Very interesting statement.
1446000	1454000	The 30 or so individuals present here were to be shown prototype and craft functionality to attract investors to these black budget projects.
1454000	1462000	Brad described blue fatigued and suit clad men conducting the briefings at the special air show with exotic yet prosaic craft on display.
1462000	1471000	Quote, Diff in each area, like a specialist in each area, some wearing suits, some wearing military, like Air Force, Colonel, Major, something like that.
1471000	1474000	I did not see any stars in there, like generals of any sort.
1474000	1476000	If there had, I would have noticed that end quote.
1477000	1484000	Bill and Brad discussed some of the veto, vertical takeoff and landing craft at the show and the utilization of depleted uranium shells.
1484000	1490000	Brad even noticed the V-22 Osprey was present, whose first official flight was conducted in 1989.
1490000	1495000	The witness also confirmed the presence of California State Senator Alan Cranston.
1495000	1500000	The rest of the crowd all appeared to be senior individuals, 45 to 60 years old.
1500000	1505000	No support staff or aides surrounded what Brad referred to as the people.
1505000	1510000	This section of the exhibit was likened to the hangar deck of an aircraft carrier with tightly packed craft.
1510000	1514000	Most of the craft appeared to Brad as one-off prototypes.
1514000	1519000	One of the enclosures featured the losing B-2 bomber prototypes just as Mark would later state.
1519000	1528000	Brad also confirmed the unmanned, elongated, football-shaped Aurora craft that looked extremely similar to Mark's sketches but with a more tapered back.
1528000	1533000	The craft was enormous, almost 100 to 110 feet in length.
1533000	1536000	The dual propulsion system of the Aurora was also confirmed.
1536000	1540000	Internal fuselage engines were utilized to get up into the air.
1540000	1549000	Then pulse detonation engines were used to accelerate the craft to truly incredible speeds, 6 to 8 Mach, which is why the craft was unmanned.
1549000	1554000	The present officials were extremely proud of the Aurora craft, stating quote,
1554000	1560000	within an hour and 20 minutes they could take out every city over a million in the Soviet Union, end quote.
1560000	1564000	Bill Scott asked if the Aurora was the most exotic thing on display.
1564000	1568000	Brad responded with a resounding three nos.
1568000	1576000	Brad would then state Mark's ARV drawing was so GD accurate, there was little he could further specify about the craft.
1576000	1584000	When Brad first witnessed the alien reproduction vehicles, he was reminded of a nursery rhyme, labeling the craft Daddy, Mommy, and Baby Bear,
1585000	1590000	as the craft seemed identically crafted to the same proportions but in different sizes.
1590000	1597000	The smallest was roughly 20 feet in diameter, medium 60 feet and the largest 120 feet in diameter.
1597000	1602000	Brad stated he thought the craft were very poorly built compared to the other craft on display, quote,
1602000	1609000	they had been built by scientists who didn't know a hell of a lot about laying up composite materials or whatever, end quote.
1609000	1614000	The crew compartment sphere appeared to have messy filaments for the sole purpose of holding in pressure.
1614000	1618000	The entire craft was coated with a thick, heavy lead paint.
1618000	1622000	Brad confirmed the ARVs were hovering, not connected to the floor.
1622000	1626000	Brad was told the three craft didn't need a fuel source.
1626000	1633000	They had found a new fuel source that was everywhere in the universe on the order of 500 times the speed of light,
1633000	1637000	allowing the craft to travel five to eight times the speed of light.
1637000	1642000	To dive into the gravity manipulation propulsion system, which Mark would later on discuss further,
1642000	1648000	the craft was able to output 10 to the 26 power joules per cubic meter of space.
1648000	1652000	Utilizing the synthetic vision system and pilot control ball,
1652000	1658000	the vehicle was able to allocate power from the capacitor plates to travel to very different destinations,
1658000	1662000	all with the ability to withstand 85 Gs of acceleration.
1662000	1666000	The local area around the craft was not subject to inertial forces.
1666000	1668000	Mark will expand on this later on.
1668000	1672000	Curiously to Brad, the craft didn't feature food or long-term provisions,
1672000	1675000	nor were any compasses or navigational charts present.
1675000	1683000	Drawings, diagrams, and videotapes showed the craft flying in jerky, serrated, up-and-down patterns before jettisoning out of sight.
1683000	1687000	The craft did not appear to involve normal aerodynamic principles.
1687000	1691000	The exhibit attendees were told there were only three craft in existence.
1691000	1692000	Quote,
1692000	1694000	You can take this how you want to.
1694000	1696000	We took all of it with a grain of salt.
1696000	1702000	But the guy said that with this group of craft that, uh, they had been everywhere in the solar system,
1702000	1704000	and there's no life, end quote.
1704000	1708000	I must make a correction here, as initially Brad said no life in the universe,
1708000	1710000	but he corrected this to mean solar system.
1710000	1715000	The men running the ARV exhibit claimed they copied the concepts of the vehicle.
1715000	1719000	Bill asked if the non-uniformed man answering audience questions
1719000	1722000	discussed what the vehicles had been produced from.
1722000	1723000	Quote,
1723000	1724000	Well, they tried to avoid it.
1724000	1727000	They said something about 1947.
1727000	1729000	They had some sort of a contact,
1729000	1733000	telling them that we had no right to use nuclear weapons, okay?
1733000	1735000	That it was more disturbed than we knew.
1735000	1737000	Cease and assist, end quote.
1737000	1743000	Brad would then give, in my opinion, the most interesting statement of this entire interview.
1743000	1746000	And all they really needed to do was give us the truth,
1746000	1748000	and we would either take it or leave it.
1748000	1752000	They just said that they had come across some hardware, tried to make contact with these.
1752000	1755000	The others didn't want to make contact.
1755000	1758000	They just wanted to deliver the news and leave, okay?
1758000	1761000	But back in 1947, we had just won the war.
1761000	1766000	We felt pretty damned cavalier, and we attacked, basically, okay?
1766000	1771000	Rather than fighting back, they just tried to destroy all of their stuff and get away.
1771000	1774000	And they didn't get all of it destroyed.
1774000	1775000	That's what they said.
1775000	1779000	Also said they couldn't really make those things that they found work.
1779000	1781000	That they had to build their own.
1781000	1784000	That this was built for our consumption, not theirs.
1784000	1788000	Theirs was the wrong scale and the wrong, you know, whatever.
1788000	1789000	Bill says,
1789000	1791000	So we just looked at theirs and built our own.
1791000	1792000	Brad responds,
1792000	1793000	Uh-huh.
1793000	1794000	Based on what was seen.
1794000	1797000	So it was not like a great R&D breakthrough.
1797000	1802000	It was just copying something that they had seen to the best of their abilities.
1802000	1809000	I need to take a moment to stress just how important this interview with Brad Sorensen and Bill Scott is.
1809000	1813000	Quite often, you will see individuals criticize Mark McCandless's story
1813000	1816000	because they claim he is relaying second-hand information.
1816000	1821000	As we saw in this interview, which I have never seen once discussed before,
1821000	1824000	Brad confirms not only the air show,
1824000	1826000	not only the Aurora,
1826000	1830000	not only the B2 losing competitor and the stealth bomber prototypes,
1830000	1836000	but also the ARV craft as saucers with faster than light speed capabilities.
1836000	1840000	This is massive to see this in Brad's own words.
1840000	1844000	Why did Bill Scott and Aviation Week in Space Technology never publish this segment?
1844000	1847000	Well, it makes sense as we saw in the document where
1847000	1851000	Bill states that he had trouble believing some of the things Brad said
1851000	1855000	because it had to do with flying saucers that were capable of light speed
1855000	1861000	that were copied from other beans in technology dating back to 1947.
1861000	1865000	Just wanted to take a minute to say that if you want to read the entire interview,
1865000	1868000	I highly suggest it because I just did a summary here.
1868000	1871000	The entire thing is quite mind-boggling.
1871000	1873000	Back to the investigation.
1873000	1878000	Was the ARV technology copied from the 1947 Roswell craft?
1878000	1881000	The crudeness of the craft makes logical sense when in context
1881000	1885000	scientists and engineers couldn't make the found anomalous craft work.
1885000	1890000	The men spearheading the ARV program wished to build a fleet of these craft,
1890000	1892000	but sought appropriate funding for it,
1892000	1896000	hoping the Bush administration would be as enthusiastic as the Reagan administration
1896000	1899000	about building up these reproduction vehicles.
1899000	1902000	Never was it revealed who these vehicles belonged to
1902000	1904000	or who these men reported to.
1904000	1908000	Wow guys, so 11 years before Mark appeared on the disclosure project
1908000	1910000	making the term ARV famous,
1910000	1914000	Brad had actually confirmed the story all the way back in 1990.
1914000	1918000	Included in these interview notes is a sketch of the exhibit
1918000	1921000	which I believe was drawn by Sorensen's hand.
1921000	1926000	Let's circle back to Mark and dive into his investigation around the ARV.
1930000	1935000	After listening intently to Sorensen and analyzing the rough sketches of the ARVs,
1935000	1937000	Brad drew on some legal paper.
1937000	1940000	Mark got to work utilizing his legendary drawing skills
1940000	1944000	to translate the ARV to traditional blueprint designs.
1944000	1949000	Mark's work ultimately led to the now famous ARV flux liner cutaway drawing.
1949000	1953000	One of the original blueprints of the alien reproduction vehicle
1953000	1956000	which I produced in March of 1989,
1956000	1965000	was put together by accumulating a lot of verbal testimony from Brad and later
1965000	1969000	from a number of other sources including Kent Snowlin and some other people
1969000	1973000	that I talked to who had some contact or information about the vehicle.
1973000	1977000	In this clip we heard Mark mention alongside Sorensen
1977000	1981000	his design was based on the testimony of others who had seen the craft.
1981000	1986000	In 2001, McCandlish would feature in Stephen Greer's National Press Club conference
1986000	1990000	with his explosive testimony as well as a Stephen Greer interview
1990000	1996000	titled Blueprint for a UFO where he would expand on additional sightings of ARV.
1996000	2001000	Later, I spoke to a gentleman by the name of Kent Snowlin
2001000	2005000	that I met at an air show at Edwards Air Force Base in 1992,
2005000	2008000	the first unveiling publicly of the B-2 bomber.
2008000	2012000	He indicated to me that in 1973 when he was a crew chief
2012000	2017000	working on experimental aircraft at Edwards Air Force Base
2017000	2025000	that he had unintentionally wandered into an area where there was a classified aircraft, namely the ARV.
2025000	2031000	He described it in detail and he added other details to the account
2031000	2037000	concerning the configuration and the operations vehicle that Brad Sorensen was not aware of
2037000	2042000	According to Selin, while working for the Air Intelligence Agency at Edwards North Base
2042000	2050000	he witnessed the Fluxliner ARV in 1973 when cutting across the base to retrieve a ground power unit.
2050000	2056000	Sightings of ARV at Edwards are possibly corroborated within the long-lost files of Leonard Stringfield.
2056000	2061000	In crash retrievals of the third kind, fantastic CAD designer Michael Schrat
2061000	2065000	gained access to the files of the late Stringfield in Mufon, Ohio.
2065000	2071000	Here, Schrat would publish cases that had not made their way into the crash retrieval status reports 1-7.
2071000	2078000	Leonard received information from a Class A witness who claimed to have witnessed a captured UFO at Edwards.
2078000	2083000	This pilot was given permission to cut across the base in a USAF security vehicle
2083000	2086000	when he stopped at a group of hangars to ask for directions.
2086000	2093000	Within the open hangars, the witness observed a large disc-shaped craft with a clear transparent dome on the top.
2093000	2099000	The witness was immediately told to vacate the area. The incident allegedly took place in the 1960s.
2099000	2105000	Similar instances exist in the files of Stringfield such as the testimony of one Mr. Hines
2105000	2109000	who relayed second-hand info from a source at Bell Labs.
2109000	2116000	In the early 1950s, this source saw a UFO retrieval or test craft being brought into a California airbase.
2116000	2119000	The source additionally saw a cutaway of the craft.
2119000	2127000	The fantastic 2014 documentary we've been pulling clips from titled Zero Point, The Story of Mark McCandless and the Fluxliner
2127000	2134000	explores an additional witness who claimed to have knowledge of the ARV, one Lieutenant Colonel John Williams.
2134000	2140000	Williams' 2000 testimony also features briefly in Stephen Greer's fantastic disclosure briefing document.
2141000	2149000	Williams served as an electrical engineer in charge of construction projects for military air command at Norton from 1981 to 1982.
2149000	2155000	The Lieutenant Colonel stated he knew of a facility within Norton Air Force Base that was so secretive
2155000	2158000	not even the base's wing commander was allowed access.
2158000	2164000	Rumors circulated the base facility housed a UFO. Very little more than rumors here in Williams' story,
2164000	2168000	however, even the implication of a craft near Norton is worthy to analyze.
2168000	2173000	Mark's pursuit of tracking down other witnesses of ARV was relentless.
2173000	2180000	In 2001, on the Disclosure Project conference panel, Mark would display two original photographs obtained from
2180000	2190000	USAF Captain Harvey Williams, who photographed a disc in 1967 while flying a C-47 at 12,000 feet over Provo, Utah.
2190000	2197000	Mark would state the images accurately depict the ARV craft up to the synthetic vision systems on the crew component of the craft.
2198000	2205000	Mark utilized these photographs to highlight how the synthetic vision system may have changed from 1967 to 1988.
2205000	2216000	As mentioned before, many components of the 1988 ARV as relayed by Brad utilized off-shelf components, including the synthetic vision systems and surrounding acrylic bubble.
