start	end	text
314800	320160	installation built to monitor North American missile threats sits 2,000 feet underground
320160	327680	and spans 5.1 acres, featuring six three-story high and 40 foot wide tunnels and 15 three-story
327680	333120	buildings made of steel plates. And these are just the acknowledged portions of the base.
333120	339920	Additionally, the Raven Rock Complex, aka Site R, serves as a secure underground command center or
339920	345600	backup Pentagon and is shrouded in mystery. This site under Fort Detrick, Maryland includes
345600	351520	accommodations for 3,000 people, has an inbuilt medical and dental clinic, fire department,
351520	357280	post office and five acknowledged three-story buildings. The secrets Raven Rock must hold
357280	362960	are endless, but existing acknowledged dumps are not the focus of today's investigation.
362960	368560	Instead, we plan to pursue dumps that operate as UFO legacy program locations and explore the
368640	374560	feasibility of decades of rumors of hundreds, if not thousands of miles of underground tunnels
374560	381120	and railroads connecting deep underground UFO legacy operations. To once again quote, U.S. Army
381120	386720	Corps of Engineers Deputy Director for Engineering and Construction Lloyd A. Dusha, when speaking
386720	391760	about the Corps' involvement in the 1960s construction of the Cheyenne site, quote.
391760	396800	As stated earlier, there are other projects of similar scope, which I cannot identify,
396800	401680	but which include multiple chambers up to 50 feet wide and 100 feet high,
401680	406720	using the same excavation procedure mentioned for the NORAD facility, end quote.
406720	411520	After all, according to a 1985 U.S. Army Corps of Engineers report titled
411520	416800	Literature Survey of Underground Construction Methods for Application to Harden Facilities,
416800	421280	STIFs can be built anywhere with the right amount of money and in myriad types of
421280	426560	structures utilizing deep shaft structures and facilities tunneled into mountain sides.
426560	431520	The report even states, quote, since adequate technology is available to construct hardened
431520	436320	underground facilities under virtually any ground conditions, the main constraint in
436320	441840	construction projects remains economic viability rather than technical feasibility, end quote.
441840	447520	As we know from David Grush and multiple other sources and testimonies, UFO legacy programs
447520	453680	operate on the U.S. Black budget. Untraceable, deep-sixed money and contracts buried within
453760	458640	special access, controlled access and unacknowledged special access programs.
458640	464320	From the excellent work of Catherine Austin Fitz, I mention often, we also know that as much as $21
464320	471280	trillion in unauthorized spending has occurred between 1998 and 2015. And this is just within
471280	476400	the DOD and Department of Housing and Urban Development, much of which Fitz believed was
476400	482320	designated for clandestine military R&D. Publicly denied UFO, research development,
482320	488560	test and evaluation underground locations would absolutely classify as such. Dumbs for clandestine
488560	494320	and unacknowledged use is also a practice very much currently in play. One such example is
494320	499920	Warrenton U.S. Army Training Center located in the northern Virginia town of Warrenton. The book
499920	505440	The Secret Team, the CIA and its allies in control of the world by Fletcher Prouty, identified a
505440	510640	highly secretive underground installation that serves as a federal relocation center by an
510640	517280	unknown agency. This was confirmed in an inquiry magazine article titled Going Underground by
517280	522880	Robert Walters, which plainly states that U.S. Army Warrenton Training Center is a CIA covert
522880	528240	facility. Additionally, there is the highly secretive U.S. Navy underground facility in the
528240	534320	mountains of West Virginia near Sugar Grove. This location is an underground site run by the Navy
534320	541200	for the National Security Agency, so the NSA and CIA already have a traceable interest in using U.S.
541200	547680	military bases underground facilities as a cover for unknown usage in operations. So before discussing
547680	552960	much of the testimony of UFOs and Dumbs, let's quickly touch on the reality and history of these
552960	563040	impressive, often unacknowledged sites. The inception of Dumbs in the United States can
563040	568240	actually be traced back to the Nazis, an operation paperclip, the famous program to recruit
568240	574000	Nazi scientists, engineers, and technicians into U.S. government employment. Near the end of World
574000	580400	War II, the Nazis had begun utilization of what we might call Dumbs. In the book Lucky Forward,
580400	585680	The History of Patent's Third Army, Colonel Robert S. Allen detailed Allied discoveries of
585680	591920	Nazi underground bases, quote, the underground installations were amazing. They were literally
592000	599120	subterranean towns. There were four in and around Ordruf. None were natural caverns or mines. All
599120	605120	were man-made military installations. The horror camp had provided the labor. An interesting feature
605120	610560	of the construction was the absence of any spoil. It had been carefully scattered into hills miles
610560	616800	away, end quote. Some Nazi installations were over 50 feet underground, comprised of several
616880	622960	miles of two to three story facilities. The sites were arranged like wheels with spokes designed
622960	629360	with reinforced concrete. The Nazis designed such locations as Ordruf to house Nazi high command
629360	634640	after the bombing of Berlin, but never got the chance to populate the facility. We additionally
634640	641040	have the Regenwurm Lager, or Earthworm Camp in Poland. This Nazi sprawling underground complex
641120	647360	beneath West Poland's full extent is still unknown today. The site featured miles of underground
647360	652240	tunnels and electrical train lines connecting bunkers, fortifications, and other critical
652240	657920	military facilities. This sounds familiar, no? Two declassified documents can be discovered
657920	664240	dating back to 1947 regarding the aforementioned Operation Paperclip. Featured in the documents
664240	670400	are requests by Air Material Command for a quote unquote requirement of four German technicians
670400	676320	to consult on a planned underground plant program. One man named was Xavier Dorsch,
676320	682160	director of the TOT organization in the closing of World War Two. This was the Nazi's equivalent
682160	688240	of the US Navy Seabees, or US Army Corps of Engineers, but not part of formal German military
688240	693680	structure. The founder of this organization, Fritz Tott, designed the famous German Autobahn
693680	698960	Highway System. Towards the tail end of World War Two, Dorsch had helped with developing a series
698960	704800	of massive underground industrial manufacturing facilities to hide from Allied bombing raids.
704800	709920	It is indeed quite possible he also aided on the Regenwurm Lager and Ordruf.
709920	715680	Documents and research show Dorsch once briefed the Americans after he was captured in 1945 and
715680	722480	again in 1949, we do not know the full extent to which he aided in these programs. These massive
722480	727200	Nazi underground industrial manufacturing facilities possibly give us our first look
727200	733200	into UFO legacy programs and dums. I have covered on this channel the 1933 Magenta,
733200	739040	Italy UFO crash retrieval, a case whose validity is strongly supported by David Grush.
739040	747040	You said it's a 90 year cover up. Just about, yeah. 90 years. 1933 was the first recovery in
747040	754000	Europe in Magenta, Italy. They recovered a partially intact vehicle. In this case,
754000	760240	the Nazis purportedly took control of a crashed lenticular disk from the Italians in 1943 before
760240	766240	being recovered by the Americans post war. Hans Kamler was a Nazi engineer behind construction
766240	772560	of numerous concentration camps, including Auschwitz and led myriad Nazi secret weapons projects.
772560	777600	Kamler would have indeed been one of chief scientists and engineers to study a recovered
777600	782960	lenticular craft due to his unrivaled command over Nazi secret weapons programs.
783040	787680	Kamler went missing near the tail end of World War Two. However, documents prove rather
787680	794000	convincingly this evil engineer was taken alive into US custody. Albert Speer, Nazi and Reich
794000	799920	Minister of Armaments and War Production claimed in April 1945, Kamler informed him he had business
799920	806320	to offer the Americans. OSS agent Donald W. Richardson seemingly confirmed this by stating
806320	811840	70 years after he still couldn't fully speak on interrogating Kamler. But the Nazis had
811840	816880	brought treasure to the US that, quote, served the development of armament platforms for the Cold
816880	822480	War and for the future, end quote. Under Kamler's command, numerous underground tunnels and bases
822480	827680	existed, employing German companies to develop and build parts for advanced aircraft and secret
827680	832800	weapons programs. Kamler is even said to have stashed treasures and documents regarding his
832800	838560	think tanks top secret documents in a facility underground in the woods of Czechoslovakia.
838560	844400	According to Hidden Nazi by Dan Ruder, 44 years after Operation Hidden documents to retrieve
844400	849760	these stashed top secret documents, an American team from Lawrence Livermore Labs and Los Alamos
849760	856000	Labs to FFRDCs went to a new underground cavern that had not been emptied at the end of World
856000	860800	War Two called Mednick Hill. What was found here was, quote, the key to what was hidden at the
860800	866720	previous site, end quote. It goes without saying it stands to reason Kamler conducted early iterations
866720	872560	of UFO legacy programs underneath Mednick Hill, as well as his numerous underground locations and
872560	878960	tunnels, and that Xavier Dorsch was a key engineer in constructing these facilities. With Dorsch being
878960	884720	requested by air material command and Kamler being more than likely secretly smuggled by the Americans,
884720	892080	these two men could very well be the key architects of modern day US UFO and dumb legacy programs.
892080	896880	I am no expert in history, so to learn more about Kamler, I strongly recommend watching
896880	902960	the documentary The Two Lives of Hans Kamler. Later in this project, we will see even more ties
902960	908960	between Nazi Germany, Dumbs, and Paperclip than in the form of Maglev train systems.
914480	920160	On numerous occasions in the 1950s, the United States proposed massive underground facilities
920160	925600	that seemingly disappeared from public light. It is unknown if many of these facilities were
925600	932480	built or not. One example can be traced to 1957 to Green Mountain outside Huntsville, Alabama.
932480	938240	Huntsville is deeply enshrouded in US anti-gravity research, but we are looking elsewhere.
938240	944000	Two articles in 1957 reported the US Army was planning to build a rocket factory inside of
944000	948880	Green Mountain. The plan was proposed by the American Machine and Foundry Company, Redstone
948880	955280	Arsenal, and the Army Ballistic Missile Agency. This location was slated to have a sort of subterranean
955280	959840	junior Pentagon, where elaborate headquarters would be installed to direct the defense of the
959840	965920	southern US from enemy attack. Again, it is unknown if this location was ever built. However,
965920	971840	such discussion of a junior Pentagon illustrated early private military cooperation, a theme we
971840	977680	will touch on much more much later. Analysis of US military and underground studies additionally
977680	983840	allows us valuable insights into DUMMS. Take the RAND Corporation for example. An FFRDC I have
983840	990400	spoken about ad nauseam is a primary semi-government institution up to its eyeballs in UFO legacy
990400	997360	programs. RAND Corporation was established in 1948 and grew out of Army Air Force Project RAND in
997360	1004000	1946. Project RAND sought to carry out long-range research projects of interest to the Air Force.
1004000	1009760	In the 1950s, USAF and RAND began working on the question of underground-based construction and
1009760	1016240	organized various symposiums. Let's analyze a resulting 1959 publication, Deep Underground
1016240	1020960	Construction. The purpose of such a symposium, according to the chairman, was to discuss,
1020960	1025920	quote, the problems of protecting military installations located deep underground or
1025920	1030800	under mountains, end quote, in the event of nuclear war. The chairman also stated,
1030800	1036560	since 1957, the RAND corp had been, quote, actively investigating the need for a small
1036560	1043280	number of super hard, deep underground centers, end quote. Additionally, in 1960, RAND published
1043280	1049680	a study under USAF contract dealing 12 locations for underground sites. All sites were assumed to
1049680	1057200	be more than 1000 feet deep. Of specific interest here is site three in Santa Barbara, California.
1057200	1062960	Santa Barbara is located just over 100 miles from the Antelope Valley, California. We will discuss
1062960	1069760	later. Research suggests a major network of UFO-focused stiff facilities exists interconnected
1069760	1075840	under the antelope. Site three is also located less than 100 miles away from Los Angeles,
1075840	1081680	where a tremendous amount of DoD research development tests and evaluation laboratories lie.
1081680	1087360	We have already mentioned the US Army Corps of Engineer giving in 1989 a quite frank admission
1087360	1093840	of classified underground facilities. An outside of the 1987 US Army Corps of Engineer report detailing
1093840	1100800	construction of Dumbs boils down to cost. In 1959 to 1961, the Army Corps of Engineer published a
1100800	1107280	five-part training manual titled, Design of Underground Installations in Rock. This startling
1107280	1112240	series assumes the pre-existence of underground facilities. The report states, quote,
1112240	1117600	vital government installations have been placed underground as exemplified by the Richie Project,
1117600	1123200	end quote. Many of these facilities were designed as command and control centers and survival bunkers
1123200	1129440	for nuclear attacks. These are known as continuity of government sites. Raven Rock qualifies as one
1129440	1135920	such continuity of government or COG DUM. Design of underground installations in rock additionally
1135920	1142320	makes some statements of extreme relevance to the testimonies of Dumbs and UFOs. Some installations
1142320	1147040	listed by the Army were to be shallow, while, quote, more important equipment and facilities
1147040	1152880	essential to defense may be installed in deeper workings that are likely to be long and tunnel-like,
1152880	1159280	occupying one or several stories, end quote. The report detailed enormous underground facilities
1159280	1165360	featuring 50 by 50 feet tunnels and chambers as much as 100 feet high, even stating, quote,
1165360	1170720	truck or rail traffic might be important, end quote. The Army even cautioned, quote,
1170720	1177840	landscape scars, roads and portal structures, aka entrances, should be as inconspicuous as possible.
1177840	1183120	Camouflage should be considered, end quote. This is of extreme consequence when discussing
1183120	1188720	testimonies such as MS, who detailed the entrance to the Dugway Stiff as a small building in the
1188720	1194960	middle of nowhere. In 1963, the U.S. Army Corps of Engineers published a manual titled,
1195040	1200640	Utilization of Nuclear Power Plants in Underground Installations. This manual discussed
1200640	1205680	self-contained nuclear-powered underground facilities with button-up diesel secondary
1205680	1213040	systems. Critically, in 1964, the Army Corps of Engineers or COE proposed 12 massive structures
1213040	1219840	to be built up to 4,000 feet underground. There are two sites here of massive importance to our
1219840	1226320	investigation, one facility below Yuma County, Arizona, to be accessed via a vertical or incline
1226320	1232080	shaft. Such entry points are common amongst claims of UFO dum, such as the Dugway Dumb,
1232080	1237840	whose entrance is purported to be a vertical elevator shaft. In Stephen Greer's DPI archive,
1237840	1242000	who fans of this channel will know I have extracted a tremendous amount of information
1242000	1247280	and worthwhile investigation from, witness 10773 statement reads, quote,
1247280	1254080	nose of massive research and storage facility, material of unknown origin at Yuma Proving Ground,
1254080	1259760	end quote, fascinating connection here. Yuma Test Center is also home to Yuma Proving Ground,
1259760	1265760	a U.S. Army major range and test facility base, similar to Dugway Proving Ground's Army MRTFB,
1265760	1271920	the West Desert Test Center. Yuma Proving Ground is also run by Army Test and Evaluation Command.
1271920	1277520	Indeed, it is no stretch to assume if a stiff exists under one of these Army MRTFBs,
1277520	1281200	an equally impressive facility likely exists below the other.
1281200	1287280	Second here is Site III in Inyo County, California, to be accessed via incline shaft.
1287280	1293200	Inyo County resides on the inside boundary of China Lake Naval Weapons Testing Facility.
1293200	1298240	China Lake is one of the Navy's premier major range and test facility base and a location
1298240	1303600	spoken of on myriad occasions as an underground legacy program location.
1303600	1308240	China Lake really needs no introduction, but stay tuned as we will discuss China Lake
1308240	1313840	in much more detail along with Antelope Valley. But quickly to mention, Dr. Richard Sotter
1313840	1318720	received testimony from a Navy contact who served at China Lake. The witness confirmed
1318720	1324240	an impressively large and deep installation, claiming the facility extends one mile deep
1324240	1329120	and contains, quote, weapons more powerful than nuclear weapons, end quote.
1329120	1336080	Alongside the US Army's COE, the US Navy is also deeply entwined with underground and possibly
1336080	1341840	undersea bases, but that's another story for another day. In 1972, Naval Facilities
1341840	1346880	Engineering Command issued a report titled, Sub-Surface Deployment of Naval Facilities,
1346880	1351600	discussing several Navy installations to be placed underground. These include
1351600	1357680	administration, medical, aircraft maintenance, ammo storage, and miscellaneous storage facilities.
1357680	1362320	The US Navy Seabees additionally maintain underground installations between the
1362320	1368000	Presidential Camp David and CIA facility Camp Peary, which we will discuss later on.
1368000	1373360	In 1947, US Air Material Command requested Nazi technicians for construction of
1373360	1379200	underground facilities. In 1989, Lloyd Dusha admitted numerous underground installations
1379200	1386080	existed and were classified. This means stiffs of interest were built from 1947 to 1949,
1386080	1391840	a 42-year period. We can also assume some facilities were built before 1961 where the
1391840	1396800	five-part Army-COE document assumes the existence of such facilities.
1396800	1403040	One such example here may be Groom Lake Area 51 that was built in the 50s on the site of a former
1403040	1409360	Boron mine. After all, a 1991 DARPA report details secret cavities may be found in
1409360	1415200	conjunction with underground mines. However, due to the existence of literature on described future
1415200	1423200	plans for massive bases post-1961 that really hold our interest, we can assume from 1961 to 1989
1423200	1426400	the majority of our stiffs of interest were constructed.
1426800	1437760	Dumbs are not a new subject to the study of UFOs or my channel. I myself have talked a tremendous
1437760	1443520	amount of the alleged DARSE Defense Advanced Research Center, a 10-story underground location
1443520	1449360	built under Area 51 relayed by USAF Master Sergeant Edgar Fouchet that dealt with alien
1449360	1455680	reproduction vehicles, including the TR-3B. I have also spoken on the enigmatic Northrop
1455680	1462720	Tahan, Lockheed Hellendale, and McDonnell Douglas RCS facilities that have since at least 1987
1462720	1468480	been accused by excellent researchers such as Bill Hamilton as housing UFO legacy programs,
1468480	1472960	and don't worry, we will touch on these facilities in much more detail later.
1472960	1479520	Quite recently, I've discussed the Dugway Dumb as relayed by Witness MS and even provided images
1479520	1485360	and details of the exact alleged entrance to the facility, which exists as an elevator shaft
1485360	1490720	concealed by a tiny building in the middle of nowhere Dugway near German village.
1490720	1496560	As strange as that might seem, a 1991 paper issued by DARPA, the Defense Advanced Research
1496560	1501760	Project Agency and US Army Missile Command titled Development of Inspection and Detection
1501760	1507520	Techniques for Hidden Cavities. This document served to train field nuclear weapons inspectors to
1507520	1514320	identify underground clandestine test complexes in developing nuclear nations. The report plainly
1514320	1519840	states buildings of various size can provide cover for shafts or other openings to a secret
1519840	1526000	underground cavity, sounds similar to MS, no? And lastly, I have relayed the testimony of Randy
1526000	1531280	Anderson in the underground facility under the Naval Surface Warfare Center crane housing the
1531280	1537440	alleged Off-World Technologies Division. The subject of underground UFO legacy programs rose
1537440	1543680	to prominence in 1989 with the claims of Bob Lazar and reverse engineering under Site 4,
1543680	1550400	as well as the Dulce base fiasco where starting in 1979, Paul Benowitz was fed disinformation
1550400	1556640	of a joint human extraterrestrial base under Dulce, New Mexico. Both S4 and Dulce are worthy
1556640	1562400	of further investigation. In fact, I believe S4 to be a very real location, but due to the
1562400	1567200	controversy around these accounts, discussions of these sites will be largely omitted from today's
1567200	1573920	discussions. The first true mention of DUMs and UFOs I can find is from Look Magazine in an article
1573920	1581200	titled Is This The Real Flying Saucer? dated 1955. The article discussed a Canadian company
1581200	1586080	constructing a flying saucer while also depicting a facility built underneath a hill with a
1586080	1592240	vertical shaft to the surface allowing the departure of flying saucers. Further rumors of UFOs and
1592240	1598400	DUMs wouldn't really arise until the 1970s, so this article is indeed intriguing. Leonard
1598400	1605360	Stringfield's UFO crash retrieval Status Reports 1-7 is a body of work I often praise extensively.
1605360	1611040	After all, Stringfield is in my opinion one of the greatest UFO investigators of all time.
1611040	1617120	His work on UFO retrieval incidents and operations spanned from 1978 to 1994 and
1617120	1622080	relays some of the earliest mentions I can find of deep underground legacy operations.
1622080	1627040	Let's briefly explore a few. One such intriguing report is an anonymous letter
1627040	1633840	Stringfield received 12 February 1974. The letter highlighted secret research on UFOs
1633840	1640160	taking place at a secret underground complex below Gray Army Airfield and Fort Hood, Texas.
1640160	1645760	According to the witness, the complex is shared with ICBM silos built into a small mountain.
1645760	1650720	This is fascinating as later in the project we will discuss how numerous DUMs were constructed
1650720	1656800	primarily as ICBM sites. The witness described a section of the mountain would open up onto a
1656800	1662240	jet interceptor runway, which was once accidentally observed by a private pilot making a forced
1662240	1667280	landing over this restricted air corridor. This underground facility, according to the witness,
1667280	1672080	was tied with NORAD in Cheyenne Mountain, Colorado, Wright Patterson Air Force Base,
1672160	1677520	Ohio, Tinker Air Force Base, Oklahoma, Carswell Air Force Base, Texas, and others.
1678080	1683200	And this is where the anonymous account gets very interesting. The witness stated the complex
1683200	1688480	employed a squadron of unmarked helicopters dispatched quote when the need arises and quote
1688480	1694560	codenamed the blue boys. This sounds incredibly similar to UFO recovery rapid reaction units
1694560	1700080	I have spoken about in numerous crash retrieval cases such as the Blue Berets in the 1965
1700160	1705040	Kecksburg, Pennsylvania case. The choppers additionally carried a new type of missile the
1705040	1710400	source had been informed had been used on UFOs but a new system had been in development which
1710400	1716800	would be far more efficient. This was an electronic warfare system designed to disable UFOs under
1716800	1723040	quote unquote controlled conditions. This letter would arrive to Stringfield's desk in 1974 but
1723040	1727920	now in 2025 we have heard the whistleblower testimony of Jake Barber where he discussed
1727920	1735760	EMP type weapons designed to bring down UFOs over the enigmatic range. In your time in deployment
1735760	1741040	you met certain people from an aerospace company, didn't you? Yes I did. Now it's also part of the
1741040	1745760	constraints you operate under that you can't name that aerospace company. There's no good reason to
1745760	1750960	name them even if I wasn't constrained. What were they doing there? Well they were supporting us with
1750960	1761440	some new weapons technology that could be used to disable vehicles and aircraft. I can disclose
1761440	1765600	this my understanding is that they were essentially using it was actually I think it's a matter of
1765600	1770880	public record that microwave weapons pulse microwave weapons were being used at that time.
1770880	1777200	Correct there were some early prototypes that were being used at that time and I met individuals
1777200	1781760	that were there representing the companies that were providing that service to the government,
1781760	1787040	made some friends and those relationships led to opportunities later in the California desert
1787600	1792160	where I began my journey. Leonard would actually see a volume of reports regarding
1792160	1798320	underground complexes at Fort Hood including a USAF Lieutenant Colonel who relate to him in 1975
1798320	1804400	of an underground project that took place at Fort Hood. In 1976 Stringfield met an individual
1804480	1810080	from McGregor Texas who claimed his father had worked beneath Fort Hood on the UFO program.
1810080	1814880	This second-hand witness relayed a quote from his father stating quote the technology that is being
1814880	1819680	applied in this underground complex would remind someone of a science fiction thriller. It is
1819680	1826400	unbelievable what they know and what they can do from this area. Spanning the late 70s into the 80s
1826400	1831120	Stringfield received myriad reports of an underground facility beneath Wright Patterson
1831120	1836880	Air Force Base housing preserved non-human biologics. One such account was relayed from
1836880	1843680	witness JK who worked at a Nike missile site in Wilmington, Ohio. JK claimed to have seen nine
1843680	1851520	alien bodies under Wright Pad in 1966 encased in glass frozen to preserve. JK also claimed
1851520	1856960	recovered craft were housed at McDill Air Force Base Langley Air Force Base in Seymour Johnson
1856960	1863520	Navy Training Center outside of Norfolk, Virginia. These locations purportedly all housed craft and
1863520	1869600	sometimes biologics and underground hangers to conceal material from military and politicians.
1869600	1874320	Stringfield heard similar accounts of biologics under Wright Pat relayed second hand from one
1874320	1880720	TS who allegedly witnessed bodies in the early 1950s. TS were amongst a handful that relayed
1880720	1886480	such stories. Leonard Stringfield would also once receive an anonymous undated letter from a
1886480	1891920	U.S. airman who is stationed at Kirtland Air Force Base, New Mexico. The source relayed rumors and
1891920	1898640	stories of UFOs being stored in the Manzano storage area in remote Kirtland. Remember if you will,
1898640	1904640	Kirtland is home to Sandia National Labs, FFRDC, which ranging from the interplanetary
1904640	1910240	phenomenon unit report to accusations of reverse engineering a propulsion device for the TR-3B
1910240	1916560	by Edgar Fouchet has stood as a high probability candidate in UFO RDT&E programs.
1916560	1922400	Manzano Mountain Underground Facility is no myth either. While researching for his 2001 book
1922400	1927760	Underwater and Underground Bases, solder received FOIA documents of two underground
1927760	1932960	facilities below Manzano. While these documents of course say nothing about UFO storage,
1932960	1937680	it is fascinating to see solder confirm the rumors of an underground installation beneath
1937680	1943280	Kirtland. Lastly, I want to reference an anonymous letter to Leonard Stringfield I have covered before.
1943280	1949360	This is dated March 14, 1975, which claims to recount the testimony of one Lieutenant Colonel
1949360	1955840	Sims, Asunim. I previously discussed this letter in reference to the project on ED. An Edwards
1955840	1961680	Air Force Base 412th Test Group Electronic Warfare Test Director who claimed to the existence of a
1961760	1967680	joint UFO reverse engineering program operating between Edwards Air Force Base and the Nevada
1967680	1973040	Test and Training Range. Viewers of this channel will know I consider ED to be one of the most
1973040	1978960	critical UFO legacy witnesses of all time and as a quick side note, ED also referenced attending
1978960	1984400	the S-4 site. This letter was referenced due to the mention of Handscom Air Force Base in the
1984400	1991120	Massachusetts Institute of Technology. An Air Base and University where ED worked from 2002 to 2005
1991120	1997520	on foreign military assets. Amongst the intriguing mentions of contractors, FFRDCs,
1997520	2003040	UARCs, and air bases involved in UFO research and investigation, the source relayed Lieutenant
2003040	2008160	Colonel Sims speaking of several computer banks hidden within underground installations scattered
2008160	2013280	across the US, housing sophisticated computer equipment, electronic instrumentation, and
2013280	2018320	mobile radar units. According to Sims, these underground installations employ, quote,
2018320	2023120	squadrons of unmarked helicopters which have sophisticated instrumentation on board that
2023120	2029200	are dispatched to areas of UFO activity to monitor these craft or airlift them out of the area if
2029200	2034960	one has malfunctioned, end quote. This sounds quite similar to the Blue Boy's rapid reaction unit
2034960	2040000	related to Stringfield, does it not? But perhaps we have other confirming evidence so let's also
2040000	2045200	reference the book Trinity's Children Living Along America's Nuclear Highways. The authors
2045200	2050880	of this book state, quote, there are more crazed supercomputers in New Mexico, an Air Force computer
2050880	2056080	expert once said than anywhere else. They're here at the Weapon Center referring to Kirtland,
2056080	2060560	they're across the street at Sandia, they're at Los Alamos up the highway, and they're at the,
2060560	2066320	quote, underground places nobody knows about. Intriguing as we already know Kirtland and by
2066320	2073360	extension Sandia employ at least two underground facilities in the Manzano Mountains. Los Alamos
2073360	2079040	National Labs additionally employs a deep underground installation. Dr. Sotter had quite
2079040	2083600	an interesting engagement with Los Alamos. He repeatedly attempted to FOIA the Department
2083600	2088480	of Energy for information on underground facilities and tunnels beneath Los Alamos.
2088480	2094480	The DOE continuously responded there were none. Eventually though, the DOE provided Sotter a
2094480	2101920	badly blurred phototastic copy of an article by Earl Zimmerman titled, LASL's Unusual Underground
2101920	2108320	Lab, which described an underground facility built in the late 1940s. This article was undated
2108320	2114480	and of uncertain origin, however Zimmerman can be found labeled as a press bureau member from 1963
2114480	2122000	to 1965 in a 2020 Los Alamos organizational chart. Dr. Sotter additionally met with a businessman
2122000	2127280	who relayed his experience in visiting Los Alamos in the company of a highly clear associate.
2127280	2131440	The businessman was privy to wherever his esteemed colleague went without question,
2131440	2137440	the individual claimed 75% of Los Alamos's facilities are underground and extend as far
2137440	2148880	as one mile underground. In relation to TUOs and UFOs, so far we have covered very real
2148880	2154880	stiffs under Kirtland slash Sandia and Los Alamos while also discussing the possible existence of
2154880	2161440	facilities existing under Wright Patterson, Fort Hood slash Gray Army airfield Yuma County,
2161440	2166480	China Lake as well as the Nevada test site under the Nevada test and training range.
2166480	2173040	Now onto one of the most critical areas of my research, the Antelope Valley, California.
